"tweet","text","location"
132,"Warnock: Americans Must 'Repent' for Backing Trump and 'Worship of Whiteness' - Washington Free Beacon //#RepentThis  https://t.co/mXYriSIpxT","North Carolina"
133,"Thanks, FOX News, now we know there are 2 different legal categories of subverting our elections:
First is just “regular fraud”
But then there’s “serious fraud”

WOW, I feel enlightened.

Fox is DEAD to me like CNN, PMSDNC, CBS, NBC, and ABC!
https://t.co/LLgFcFHGIP","North Carolina"
134,"""How the GOP pulled off a big upset &amp; nearly took back the House."" They will likely have done about 15-20 seats better than most expected. The outcome was a 1-in-10 to 1-in-100 shot (depending on the model you use). It was the big surprise of election 2020 https://t.co/pfiYlCbGZW","North Carolina"
135,"Trump has access to the highest levels of top secret intelligence

If he says there was election fraud, there was election fraud","North Carolina"
136,"All I can say is that if what @SidneyPowell1 says is true, all hell is going to break loose.  The fate of the Democratic Party and the media is on the line. Losing the election will be the least of their worries! #Election2020results","North Carolina"
137,"We need the Kracken @SidneyPowell1 🙏","North Carolina"
138,"Post election everyone is apparently antifa and BLM...which is fine by me.","North Carolina"
139,"Donald Trump received more re-election votes than any incumbent president in American history and you’re telling me that the man whose rallies couldn’t fill a parking lot got more and “won?”

🤔","North Carolina"
140,"Just think of all misogynistic narratives that would have been spun  if @HillaryClinton didn’t concede the election for a week.","North Carolina"
141,"@realDonaldTrump Sure sounds like you are denying the results of an election and spearheading a violent fascist revolt against America.  You will fail and be imprisoned soon.","North Carolina"
142,"Hundreds of thousands of people showing their support in D.C. They will not stand for a Rigged and Corrupt Election!","North Carolina"
143,"Amazing","North Carolina"
144,"So we’re all supposed to keep dying in a plague while this guy works through his feelings over the fact that he lost an election?","North Carolina"
145,"trump has not only lost the election, he is losing the court cases.","North Carolina"
146,"The people who think Bernie had the nomination stolen from him twice, think it is ridiculous that that same establishment would steal an election.","North Carolina"
147,".@JoeBiden @KamalaHarris bring this young USAF Veteran to your inauguration. Grant Reality Winner Compassionate Release. She lost her freedom and has suffered beyond measure for alerting about Russia’s interference into the 2016 election. 

Bring her home. Restore her dignity. https://t.co/QfJQWskD6j","North Carolina"
148,"Don't forget my sister, #RealityWinner! https://t.co/oprJfVNQMI","North Carolina"
149,"45 defunded police by not agreeing to House June relief Bill that supported states, States fund police departments! He isn't real smart; doesn't care; or wants to replace state funded law enforcement with his fascist thugs training in Kenosha, Portland, and DC.","North Carolina"
150,"NV seriously needs a new interest.","North Carolina"
151,"#نیکی_هیلی: هنگامی که آیت‌الله ایران می‌گوید هولاکاست رخ نداده است، توئیتر نمی‌گوید؛ این ادعا جای بحث دارد/هنگامی که من می‌گویم بهره‌برداری از آرا، تقلب در انتخابات را آسانتر می‌کند، توئیتر می‌گوید جای بحث دارداست/بپرسید چرا محافظه‌کاران به شرکت های بزرگ تِک اعتماد نمی‌کنند؟","North Carolina"
152,"Wow.  When Iran’s Ayatollah says the Holocaust didn’t happen, Twitter doesn’t say “this claim is disputed.”  When I say ballot harvesting makes election fraud easier Twitter says that’s disputed.  Wonder why conservatives don’t trust big tech? https://t.co/5SGkqyOhUe","North Carolina"
153,"If an honest, independently observed signature-match check won't change the outcome of the election, then why are all the officials, the media and the Democrats demanding no such independently observed signature-match check occur for the mass of mail-in ballots in key states?","North Carolina"
154,"What are the potential outcomes for the election? 

We're going to break it all down and the #MillionMAGAMarch at 7 pm with @HeywoodJp 

 https://t.co/o5GrikqCXL","North Carolina"
155,"Another sign we won this presidential election: Republicans have picked up 12 House seats. Not a single GOP incumbent lost. Trump was quite obviously more popular than these candidates. Now we just have to prove our case! #Election2020results","North Carolina"
156,"Hundreds of thousands of people showing their support in D.C. They will not stand for a Rigged and Corrupt Election!","North Carolina"
157,"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons!","North Carolina"
158,"反撃の準備はできた...
もう大統領選挙ではない...
善と悪の戦いなんだ…
いつの時代も神「善」が勝つと信じている,.. 🇺🇲ドナルドJトランプ🌏","North Carolina"
159,"Dear @Twitter, stop interfering in the election.","North Carolina"
160,"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons!","North Carolina"
161,"Who would have thought this guy would be a GREAT Patriot!! 🙏🏻🙏🏻⚔️🛡🔥🛡⚔️🙏🏻🙏🏻","North Carolina"
162,"Look at this tweet from Trump.","North Carolina"
163,"It's worth mentioning that the Dominion conspiracy theory entered into the court record in Michigan, and he chief judge there very patiently and definitively set it aside as unsubstantiated, unsupported, and ""not credible."" 

https://t.co/QcAkJd0Cr8 https://t.co/6Cazv0hcaf","North Carolina"
164,"EXCLUSIVE: In Georgia the Difference In President-Only Ballots Between President Trump and Biden Is STATISTICALLY IMPOSSIBLE - Indicates Obvious Election Fraud https://t.co/Ew7t697JyJ #PrideFamily @PrideNews1 https://t.co/nA5cXSwsbG","North Carolina"
165,"BOMBSHELL: The 2020 election took place under a Trump-declared “National Emergency” that set an Election Day trap for the “unauthorized accessing of election and campaign infrastructure”
https://t.co/NW8ZFaDCFT","North Carolina"
166,"Not ok. We ALL prefer Kanye over Joe!","North Carolina"
167,"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons!","North Carolina"
168,"https://t.co/9bAqEKed64","North Carolina"
169,"We are..collect(ing) evidence on the financial interests on some of the Governors and SoSs who actually bought in to the D o m i n i o n systems.. to line their own pockets by getting the voting machine in that would.. assure their election was successful. 
-@SidneyPowell1","North Carolina"
170,"The refusal of Republican leaders to acknowledge the results of the presidential election is not just an attack on Biden. It is an attack on American democracy, and shows the degree to which the Republican party is moving toward authoritarianism.","North Carolina"
171,"This is what Patriots look like when they take it to the streets when they smell a BIG dead rat in election results #Venezuela #DominionVotingSystems #USA @ElAmerican_ @SidneyPowell1 @RudyGiuliani @DineshDSouza @realDonaldTrump https://t.co/El2mo5jIcz","North Carolina"
172,"""The position is incoherent because there effectively is no legitimate position"" - Treating his loss like he ran his campaign.","North Carolina"
173,"🇺🇸","North Carolina"
174,"@realDonaldTrump Your poll watchers and observers got the same treatment as any others. You lie so much can’t even tweet anymore without Twitter labeling it false.  Democracy did its thing and we had a valid election - and you lost. Loser.","North Carolina"
175,"The problem with the plan, as legal experts note, is that the result of the election is not in any way unclear; Biden won all the states at issue. https://t.co/vEc3BhC6q4","North Carolina"
176,"#BREAKING AU to impose sanctions on ""spoilers"" undermining ""handshake"" power sharing deal between US dictator Donald Trump and moderate white President-elect Joe Biden, meant to stop post-election violence and protect democratic gains in the disease-ravaged north American nation.","North Carolina"
177,"As a #NeverTrump, @ProjectLincoln type, I fully expect Biden will do a lot of things I'll really dislike. But he'll do them within the framework of the law and the U.S. Constitution, and right now, that's all I ask. For me, this election was never about policy.","North Carolina"
178,"BREAKING: Republican Young Kim wins election to U.S. House in California's 39th Congressional District, beating incumbent Rep. Gil Cisneros. 

Another house seat flipped.","North Carolina"
179,"BREAKING: @FoxNews has quietly and nonchalantly projected that President Donald J. Trump will win the State of North Carolina. They had to squeak it in right before the weekend, when hardly anyone is watching the news.

Confirming what we already knew, many days ago.","North Carolina"
180,"Y’all republicans really believe that we would rig the election and then choose JOE BIDEN!?!? 😭😭😭","North Carolina"
181,"""It is a measure of the damage that Trump has inflicted on the norms of government that many thoughtful citizens will not breathe easy until they see Biden take the oath of office on Jan. 20."" https://t.co/AkpdL8uk63","North Carolina"
182,"Now wants to call off the recall he demanded because the Republican Secretary of State and Governor he endorsed are stealing the election from him because they have been recruited by the radical left.","North Carolina"
183,"Milwaukee Election Chief Busted ILLEGALLY Running 169k Votes Without Any Observers https://t.co/kQO2nhDzkQ","North Carolina"
184,".@politico says hundreds. Are they a Dominion Company?

Nobody can count. 😳 https://t.co/iNHKgfrk63","North Carolina"
185,"The hand recount taking place in Georgia is a waste of time. They are not showing the matching signatures. Call off the recount until they allow the MATCH. Don’t let the Radical Left Dems STEAL THE ELECTION!","North Carolina"
186,"To every spineless republican who is hedging their bets by not shouting the truth about the United States election being rigged, know this: in the end, truth and light always win. 
Cowardice will be your legacy. https://t.co/7Hlx0vvk0Q","North Carolina"
187,"Warnock: Americans Must 'Repent' for Backing Trump and 'Worship of Whiteness' - Washington Free Beacon //#RepentThis  https://t.co/mXYriSIpxT","North Carolina"
188,"Here is @BrianKempGA  GET OUT OF JAIL CARD:
1. Order special session of legislature.
2.  Void unlawful election - cast electoral vote for @realDonaldTrump.
3. Schedule all down ballot races for 1/21 election.
4. Demand @KLoeffler resign.
5. Appoint @RepDougCollins
6. Then resign.","North Carolina"
189,"People are not going to stand for having this Election stolen from them by a privately owned Radical Left company, Dominion, and many other reasons! https://t.co/RMOa4jKZwA","North Carolina"
190,"Just overwhelmed with all these Democrat messages of “unity” and “healing” lately https://t.co/fhWStQgOZl","North Carolina"
